#Table1
RA DEC zGAL mag_r mag_g mag_z R50_r
208.60739 29.550321 0.02404051 16.64864 17.02856 16.203 3.039123
208.80164 29.392664 0.02375079 16.60217 17.03485 16.12413 9.201977
183.49151 32.117861 0.02400156 17.04025 17.53353 16.77293 4.079447
189.19152 32.115753 0.02362805 14.71109 15.15479 14.2867 7.077964
189.8264 31.98989 0.02362958 14.32243 14.96321 13.81433 9.403492
200.50875 31.278382 0.02480921 14.8247 15.50972 14.14523 3.486671
200.43938 31.237245 0.02408777 14.14995 14.87981 13.53367 8.717442
202.50734 31.010061 0.02441725 14.70763 15.25748 14.21728 5.803463
202.50888 31.011531 0.02455658 20.23237 19.97746 19.24217 27.54291
181.15037 32.597362 0.02511423 16.81078 17.46493 16.21903 2.438317
181.19842 32.496776 0.02574309 14.83165 15.51227 14.21318 8.602484
182.26488 32.668701 0.02393564 14.52589 15.30296 13.86036 2.614032
182.19729 32.537513 0.02438855 15.77472 16.1105 15.49259 4.407353
183.28884 32.596367 0.02487803 14.57153 15.32325 13.85831 3.553206
183.29935 32.636281 0.02477442 14.81795 15.60543 14.14442 2.306604
195.68598 32.085039 0.02438324 15.40472 16.2392 14.73745 2.119636
195.75713 32.210721 0.02373435 15.46164 16.11522 14.73128 6.617398
198.8995 31.843822 0.02464403 17.26548 17.61633 17.19427 4.472108
201.48832 31.618279 0.0241533 13.87477 14.66448 13.22025 5.843462
203.42224 31.233692 0.02445083 16.5907 17.11887 16.22887 6.75856
181.61726 32.900292 0.02373109 17.20184 17.58624 16.96229 3.360568
182.72903 32.928591 0.02375062 16.55044 17.12032 16.16131 4.297054
201.69335 31.94434 0.02524265 16.36868 17.13116 15.64106 4.295091
202.50883 31.776708 0.0240957 16.66061 17.31953 16.0473 2.574729
203.85013 31.571448 0.02444902 15.85913 16.12292 15.60836 3.205987
204.0483 35.347889 0.02469693 16.83544 17.2784 16.3997 3.679541
203.86603 35.436446 0.02472367 16.56892 16.92244 17.35963 7.629262
203.29625 35.518855 0.02594896 16.77128 17.22294 16.32016 3.605345
180.52492 33.377362 0.02443826 17.47998 17.82582 18.74785 6.343305
184.56789 33.528311 0.024979 16.67801 17.12139 16.39293 4.654636
196.58281 32.97385 0.02606387 15.0024 15.49035 14.57475 3.526165
201.18781 32.516861 0.02432687 15.26915 16.01777 14.67357 4.609492
202.40314 32.215643 0.02465221 16.91259 17.27535 16.48067 2.490352
202.82287 32.168583 0.0238253 15.77817 16.49171 15.12652 3.673081
207.16874 31.460881 0.02637244 14.86822 15.17222 14.65479 4.358924
196.66626 28.51751 0.02616822 16.31358 17.0414 15.91783 5.342123
196.66626 28.51751 0.02618573 16.31358 17.0414 15.91783 5.342123
197.27324 28.490861 0.02577035 16.30273 17.01132 15.69755 2.051693
197.27324 28.490861 0.02577613 16.30273 17.01132 15.69755 2.051693
197.30138 28.467662 0.02546951 17.41301 18.10308 17.50844 4.434114
197.30138 28.467662 0.02530967 17.41301 18.10308 17.50844 4.434114
197.46714 28.382438 0.0236482 15.13224 15.71814 15.18138 11.24747
197.46714 28.382438 0.0236699 15.13224 15.71814 15.18138 11.24747
197.47264 28.383528 0.02400611 21.37529 21.26845 21.82335 0.6792759
197.74242 28.518886 0.02445861 17.08238 17.8145 16.68546 4.59937
187.89392 37.982595 0.02372272 21.23616 21.30459 21.27165 0.6408455
187.89365 37.980557 0.02376603 14.72582 15.11281 14.32679 5.935164
200.22285 32.190768 0.02302839 14.68304 15.27698 14.11268 6.447951
184.0472 33.442464 0.02203993 15.79064 16.29953 15.40052 5.962052
180.70753 39.433792 0.02053026 14.42345 14.94948 13.95622 4.483144
184.14203 33.449573 0.02226117 15.43261 15.95775 15.26423 7.987807
189.51893 33.458829 0.02300392 12.96173 13.90828 12.32453 11.59675
192.82631 33.167032 0.02317383 17.04598 17.36925 17.10527 4.657118
180.80401 38.394006 0.02276919 16.41501 16.8924 16.12212 5.12447
180.23013 38.349322 0.02283897 16.343 16.54019 16.29795 3.726673
181.16976 37.944873 0.02267216 17.18794 17.54536 17.46428 4.841611
181.64572 37.563005 0.02219344 16.93199 17.58906 16.30071 2.012299
181.29811 37.624015 0.02266783 15.25887 16.03066 14.61021 1.72423
202.68735 32.293619 0.02289891 15.05606 15.58005 14.6203 5.895219
182.71958 36.689349 0.02318377 16.86334 17.53889 16.27993 3.071042
182.57394 36.724784 0.0224976 16.15134 16.86031 15.53747 2.422553
182.33489 36.776988 0.022788 15.74491 16.47465 15.22694 4.331237
182.38808 36.795868 0.0226082 15.62534 16.32308 15.02978 3.425583
181.82759 36.65709 0.02073272 13.72847 14.43813 13.15516 8.478639
181.03133 36.785977 0.0210945 17.56604 18.07945 17.52741 4.27972
195.49725 28.709476 0.02023203 17.42021 18.11158 16.86787 2.162452
198.95713 40.421664 0.02111509 17.88093 18.09368 17.70186 1.817985
195.79057 28.583517 0.02282964 14.25699 15.04938 13.59056 3.517561
196.14901 28.627731 0.02236626 15.55998 15.96619 15.15873 3.121136
197.35981 28.415863 0.02064815 15.04048 15.92299 14.25204 6.000167
198.02636 39.157708 0.0214658 15.83713 16.20708 16.22112 9.168765
189.55088 39.485754 0.0202157 16.6166 16.9794 16.30034 3.522639
189.31542 39.483146 0.02031516 13.84555 14.47605 13.29319 3.93137
208.3107 36.636873 0.02297602 16.88085 17.43633 16.40808 3.364615
190.3396 39.010572 0.02312766 16.93828 17.33075 16.68735 5.373327
188.70606 38.892274 0.02068924 16.79016 17.11792 16.53014 4.444765
188.70606 38.892274 0.02068322 16.79016 17.11792 16.53014 4.444765
204.8869 15.223273 0.02139034 17.8991 18.20461 17.49675 3.752577
193.86727 15.882506 0.02210405 17.45357 17.55815 17.20678 2.076681
197.35981 28.415863 0.02064828 15.04048 15.92299 14.25204 6.000167
198.47848 28.295788 0.02021875 16.49768 17.03411 15.95928 4.668444
198.47848 28.295788 0.02025708 16.49768 17.03411 15.95928 4.668444
200.39985 15.321629 0.02206582 14.81441 15.43416 14.22586 3.90989
200.1899 15.259107 0.02290553 15.17138 15.93741 14.49126 4.822648
198.47848 28.295788 0.0202477 16.49768 17.03411 15.95928 4.668444
194.57093 15.456969 0.02182784 17.59457 18.08703 17.47206 1.849892
180.29482 15.626251 0.022724 17.58584 18.08143 17.2644 3.855789
199.20152 28.361781 0.02183432 16.74956 17.23392 16.08503 6.257968
199.99299 28.247043 0.02269929 14.62075 15.27211 14.02808 4.028045
200.11486 28.124006 0.02255013 16.90334 17.35049 17.57344 7.373732
195.44613 29.076702 0.0231106 17.4945 17.66854 22.84258 5.583602
195.6612 29.075607 0.02233465 17.66555 18.32461 17.00816 5.277299
196.04261 29.015434 0.02211318 15.40548 16.15072 14.8303 6.640274
196.04261 29.015434 0.02210143 15.40548 16.15072 14.8303 6.640274
205.82583 14.344834 0.0216363 17.241 17.69969 16.8069 4.276959
200.93666 14.69349 0.0218119 17.16704 17.36636 16.94179 5.454489
200.74319 14.844109 0.02214765 16.78126 17.05946 16.31389 6.713787
195.02735 29.462663 0.02177491 15.01328 15.79787 14.38948 3.042109
195.04468 29.466494 0.02292031 17.61262 18.23556 17.24348 2.505907
193.03998 15.082454 0.02162501 17.48979 17.71548 17.46463 2.248183
193.04059 15.113326 0.02140032 17.41807 17.92952 17.06594 2.04546
192.46613 15.090097 0.02212734 17.82646 18.04741 17.69031 2.803126
197.31703 29.367659 0.02094011 14.6704 15.15194 14.26325 4.500024
181.27298 15.344101 0.02313496 15.01616 15.77681 14.39411 4.144592
208.51934 13.593852 0.02217409 13.7416 14.49816 13.15207 5.843162
197.31703 29.367659 0.02094784 14.6704 15.15194 14.26325 4.500024
200.24942 28.969465 0.02284633 15.92864 16.37293 15.71028 4.887644
196.28719 29.881011 0.02310053 17.72387 18.39968 17.39346 2.597528
196.28719 29.881011 0.02314765 17.72387 18.39968 17.39346 2.597528
196.51614 29.709713 0.02030672 16.5276 16.98777 16.39915 5.859651
197.10992 29.754449 0.02302098 17.39984 17.68626 17.16672 3.449305
196.62543 14.531301 0.02219342 16.77766 17.23468 16.40451 4.169498
192.29469 14.807842 0.02121031 16.46258 16.89084 16.13308 2.989238
189.93392 14.870367 0.02173135 16.51502 16.8618 16.25681 3.355385
183.66817 14.912174 0.02052923 16.5547 16.96179 16.24188 4.453441
183.33663 14.804902 0.02291984 17.11978 16.99555 16.84345 5.562748
183.25833 14.932681 0.02118204 15.9997 16.34634 15.61608 6.205291
183.01321 14.904549 0.02288672 15.26068 15.79282 14.91746 9.264232
180.25227 14.805859 0.02246474 16.80405 17.46891 16.28005 3.314029
197.10992 29.754449 0.02300777 17.39984 17.68626 17.16672 3.449305
197.28031 29.831009 0.02310775 16.52839 17.12155 15.9689 3.147143
197.28031 29.831009 0.02310635 16.52839 17.12155 15.9689 3.147143
197.69852 29.709902 0.02120031 14.37209 14.96801 14.03319 9.722115
197.69852 29.709902 0.02118594 14.37209 14.96801 14.03319 9.722115
198.78886 29.636199 0.02248788 15.07089 15.71635 14.55314 6.514456
198.91381 29.610836 0.02174124 15.89086 16.41504 15.45916 5.620314
198.91381 29.610836 0.02174307 15.89086 16.41504 15.45916 5.620314
201.76689 13.836184 0.02300788 17.03999 17.65524 16.68291 4.074541
198.78424 30.403769 0.02315442 14.4956 15.18029 13.89029 4.482719
201.23132 13.8756 0.02307123 16.31686 17.03253 15.73797 3.821712
201.01601 13.935789 0.02149126 17.45392 17.86032 17.25192 2.43062
201.10373 13.812665 0.0213318 16.69651 17.03184 16.52364 4.72529
201.10077 13.937525 0.02277343 14.49863 15.29097 13.66705 6.028708
188.5483 28.873966 0.02208367 16.90983 17.30851 16.89398 5.359152
191.39731 28.761906 0.02318019 15.1974 15.89382 14.69169 2.722507
200.90392 13.973556 0.02158572 14.75319 15.12635 14.49354 9.473589
191.28035 14.320034 0.0208276 17.61833 18.02022 17.34885 4.405961
191.28035 14.320034 0.02082547 17.61833 18.02022 17.34885 4.405961
187.28982 14.523666 0.02031404 16.06614 16.99263 15.24273 3.410709
181.20466 14.496035 0.02306467 14.0914 14.94818 13.42963 7.160792
201.21532 13.581264 0.02254513 14.74759 15.26592 14.33577 5.629203
200.19916 13.634511 0.02266511 17.60678 17.7579 17.31941 6.128093
198.83314 13.542504 0.0226994 15.70401 16.36429 15.13316 2.990242
198.81637 13.624922 0.02252133 15.07195 15.86671 14.40056 1.957708
198.44822 13.679111 0.02286474 16.39482 16.72083 16.06132 3.352386
194.59498 13.872728 0.02146588 14.50949 15.04589 14.09479 9.987329
188.45695 13.962779 0.02032732 15.70682 16.16055 15.43998 7.562423
194.09079 28.48692 0.02200934 15.79762 16.54019 15.353 3.686462
194.56276 28.521786 0.02303872 16.61216 17.06036 16.35085 3.466665
206.87815 36.364082 0.02276203 21.81989 21.93104 21.16931 0.6649416
207.6629 35.038311 0.0210967 13.3512 14.17958 12.75888 8.373631
200.04222 15.405455 0.02189291 17.21199 17.55015 16.85417 3.544063
207.57948 14.352266 0.02313031 16.60344 16.98216 16.59388 7.680176
206.71244 14.41516 0.02181608 14.66904 15.33387 14.0238 4.708046
208.16659 13.996903 0.02233543 17.17055 17.90781 16.88638 4.427814
208.18867 14.014391 0.02269483 15.15778 15.79338 14.56983 4.924604
207.88158 14.045308 0.0227332 17.60091 18.25435 16.97211 3.578615
207.76331 13.982557 0.02038924 17.5382 17.90457 17.59742 5.412016
207.7475 13.937508 0.02232643 16.86709 17.29777 16.56557 4.097642
206.17028 14.046724 0.02198307 16.82301 17.19357 16.71517 4.997941
195.64496 27.949119 0.01927588 14.97283 15.69896 14.38722 6.467255
195.64496 27.949119 0.01928198 14.97283 15.69896 14.38722 6.467255
195.75365 28.032485 0.01793707 13.18068 13.93783 12.5697 4.717595
195.93727 28.084232 0.01876636 14.37309 15.14841 13.73255 4.321006
195.84487 27.935978 0.02009697 15.10764 15.84641 14.45644 4.66965
196.03318 27.964958 0.01980436 14.99717 15.69428 14.32962 6.359746
182.30601 27.873627 0.01383887 16.72845 17.20859 16.32015 2.541173
206.81097 34.134724 0.01661952 17.18945 17.57705 16.7742 4.026146
206.82398 34.148803 0.01625167 13.41778 14.01435 12.95055 6.812711
198.9718 35.293823 0.01726908 17.64168 17.94382 17.44855 3.95463
198.49061 35.314652 0.01697419 15.93263 16.37626 15.52606 2.040957
197.75849 35.468974 0.01639493 16.59175 16.94515 16.20994 7.201654
197.33179 35.529695 0.01649252 16.0759 16.42726 15.77857 4.340589
196.10409 35.557248 0.01782701 18.3505 18.41616 18.08441 0.6931785
193.34034 26.361424 0.01931872 16.15813 16.85203 15.67172 3.799647
194.53142 26.326847 0.01898805 15.54339 16.32774 15.01087 4.363749
194.53142 26.326847 0.01902039 15.54339 16.32774 15.01087 4.363749
192.61082 26.708983 0.01869854 14.5991 15.40248 13.92507 2.552705
192.61092 26.735335 0.01941372 16.97519 17.71329 16.50833 3.079204
193.47405 26.684044 0.01787226 17.56767 18.2811 17.35122 2.629879
194.00732 26.756624 0.0191767 15.21048 15.99946 14.54367 2.341581
195.77474 26.531133 0.01918386 14.9354 15.52397 14.38733 3.320451
195.77474 26.531133 0.01913118 14.9354 15.52397 14.38733 3.320451
196.45457 26.431035 0.01987377 16.75777 17.47145 16.26175 1.869318
199.19115 26.212202 0.01315725 16.29174 16.68296 16.5326 7.135007
187.82847 27.449652 0.01496423 16.90208 17.14746 16.70188 5.625829
187.95995 27.386892 0.01497402 15.72431 15.99318 16.03095 9.155455
190.69665 27.271939 0.0196724 15.20529 15.92125 14.52398 6.536679
190.88552 27.297542 0.0194863 16.84172 17.08172 16.62462 7.551937
192.25621 27.179136 0.0199478 15.55811 15.83013 15.41283 5.159883
207.14064 33.376245 0.01473103 16.745 17.10847 16.42522 6.566235
192.25523 27.177732 0.01966153 17.56446 17.83113 17.83608 3.948399
192.82471 27.10616 0.01883501 14.14683 14.85856 13.5461 9.386559
194.18133 27.034762 0.01871107 15.55911 16.29063 14.99315 2.699746
194.18133 27.034762 0.01871678 15.55911 16.29063 14.99315 2.699746
187.40289 27.785636 0.01464908 17.33828 17.77553 17.26485 3.948124
191.6361 27.696925 0.01997991 17.47368 17.77704 16.96881 3.005585
194.35768 27.546135 0.01857126 14.70531 15.48756 14.04134 2.335824
194.34822 27.549936 0.02013972 17.02796 17.66876 16.42307 3.021066
194.34822 27.549936 0.02015737 17.02796 17.66876 16.42307 3.021066
194.35521 27.404571 0.01617514 15.30364 15.84256 14.84875 2.948504
194.35521 27.404571 0.01614288 15.30364 15.84256 14.84875 2.948504
194.47652 27.490639 0.01661109 15.19106 15.84682 14.62821 7.77091
194.4843 27.581356 0.01655244 16.10393 16.27881 15.86987 5.142759
194.52528 27.418935 0.01916248 16.18167 16.88889 15.56391 3.843562
194.52528 27.418935 0.01922019 16.18167 16.88889 15.56391 3.843562
194.66006 27.544104 0.01991322 15.41428 16.18219 14.7465 2.590501
194.80711 27.402573 0.01886249 14.37545 15.16916 13.70603 3.164043
194.82688 27.513515 0.02018085 16.49104 17.19354 15.88408 5.556298
194.82688 27.513515 0.02015118 16.49104 17.19354 15.88408 5.556298
194.85246 27.517342 0.01965179 17.10789 17.6944 16.5221 2.489128
195.0796 27.55373 0.01963162 14.82592 15.6622 14.25972 3.720087
195.0796 27.55373 0.01964111 14.82592 15.6622 14.25972 3.720087
195.13978 27.504136 0.01860821 16.03468 16.33743 15.78202 3.789836
195.44991 27.354816 0.02019958 17.12319 17.78415 16.53388 3.54142
195.63575 27.393487 0.01820282 17.14637 17.45593 16.88833 2.404497
195.64658 27.439437 0.01806066 15.75865 16.34109 15.35601 6.589993
195.84769 27.306954 0.01855537 17.35228 17.73185 16.85803 2.831453
196.11063 27.304311 0.01837224 15.12859 15.36222 14.77706 6.98725
197.01073 27.311136 0.01959249 15.66923 16.00431 15.42576 3.537054
198.08033 27.127011 0.01494336 17.4008 17.73843 17.16597 3.327436
183.82509 28.180965 0.01362264 17.20568 17.84124 17.09265 3.286047
193.19283 27.906812 0.01895199 15.57148 16.34774 14.89782 2.606159
193.30251 28.003985 0.02005155 17.70067 18.27761 17.06022 2.761606
194.00648 28.038365 0.01979616 15.16628 15.87371 15.2997 10.00183
194.00648 28.038365 0.01973349 15.16628 15.87371 15.2997 10.00183
194.45028 27.883063 0.01953211 14.39776 15.16186 13.73318 4.42198
194.44709 27.833308 0.02018767 14.95178 15.73851 14.32292 2.151778
194.44709 27.833308 0.02016206 14.95178 15.73851 14.32292 2.151778
194.59096 27.967782 0.0200533 14.19662 15.02015 13.52958 3.386188
201.3891 35.924031 0.01816107 16.65033 17.1163 16.30437 4.054598
201.03723 35.888226 0.01853274 17.61115 18.00634 17.28246 4.261823
201.08821 35.91375 0.01848558 14.0727 14.61681 13.51976 7.912544
200.51248 35.513893 0.01918759 13.7342 14.55183 13.04726 5.507042
200.33192 35.580131 0.01902182 16.2207 16.6141 16.60687 7.335262
199.18505 35.747432 0.01733651 17.30003 17.70093 16.91198 2.349017
194.59283 27.884785 0.01453775 17.18616 17.86365 16.57718 2.473031
194.64071 27.836773 0.0149882 17.27235 17.94736 16.67006 2.436711
194.64071 27.836773 0.01503399 17.27235 17.94736 16.67006 2.436711
194.66228 27.953872 0.0199885 16.48211 17.18276 15.9478 3.147856
194.659 27.822592 0.01798755 17.33759 17.84829 17.10497 4.31736
194.70302 27.810429 0.01974443 14.07504 14.88258 13.38397 3.152734
194.72106 27.813425 0.01842033 15.78055 16.59048 15.09371 3.107034
194.73023 27.964704 0.01889264 15.36368 16.15565 14.7211 1.646584
194.81353 27.970718 0.01608296 14.44077 15.23538 13.76196 2.462054
194.81353 27.970718 0.01608882 14.44077 15.23538 13.76196 2.462054
194.84424 27.896878 0.01718012 15.29311 16.06981 14.72338 2.086101
202.86548 37.102853 0.01836418 15.99219 16.35635 15.92883 3.90044
202.422 37.266851 0.01537281 16.73674 16.89608 16.59468 2.770581
198.50339 37.696407 0.01815478 16.76878 17.09723 16.67458 6.131619
194.84424 27.896878 0.01718794 15.29311 16.06981 14.72338 2.086101
195.06882 27.967522 0.01547031 14.3202 15.45728 14.62779 8.777594
195.07823 27.937052 0.01761558 15.71412 16.41422 15.28649 4.202967
195.07823 27.937052 0.01761597 15.71412 16.41422 15.28649 4.202967
195.01562 27.964714 0.01777885 16.48575 17.81607 17.52846 6.660816
195.23304 27.898519 0.0199859 16.8281 17.51377 16.31509 5.330864
195.23304 27.898519 0.02007744 16.8281 17.51377 16.31509 5.330864
195.2701 27.891766 0.01935512 16.81893 17.5674 16.23483 3.636935
195.2701 27.891766 0.01934786 16.81893 17.5674 16.23483 3.636935
195.28847 27.818327 0.01974897 14.99296 15.73512 14.48775 3.916545
195.35884 27.885998 0.018252 12.55116 13.39234 12.0144 24.61917
195.35884 27.885998 0.01823567 12.55116 13.39234 12.0144 24.61917
195.3825 27.847525 0.01822469 13.5655 14.36322 12.95418 5.663606
195.97431 27.821956 0.01655121 17.40312 18.08301 16.88931 2.346353
183.47502 28.582298 0.01265553 15.7043 16.2001 15.4798 8.815321
186.6838 28.590969 0.01460446 17.39062 17.70283 17.07731 2.442112
187.11509 28.673455 0.01485429 15.85168 16.17744 15.69219 6.849765
201.72073 36.049629 0.01857973 21.71263 22.05592 22.82706 0.7016366
201.62166 36.012119 0.0186465 20.7802 21.12704 20.88368 0.6891398
201.6189 36.010278 0.01849473 13.65147 14.25275 13.11825 15.48732
201.53386 35.937911 0.01833367 20.91642 21.10803 20.92309 0.7015682
201.5381 35.934427 0.01869968 12.77684 13.54445 12.1152 12.50786
195.12821 28.34638 0.01986554 13.68161 14.47283 12.99093 6.800323
197.74242 28.518886 0.02445049 17.08238 17.8145 16.68546 4.59937
199.18434 28.200144 0.02380612 15.45109 15.92546 15.13584 3.036885
203.80667 27.630158 0.02550139 16.10074 16.72211 16.14688 9.445156
195.19818 29.067253 0.02498768 17.1541 17.80026 17.13189 5.973066
195.39 29.130605 0.02453147 13.42178 14.30655 12.65102 6.092343
195.88929 29.060497 0.02515178 16.95924 17.63869 16.50439 4.734538
196.66899 28.930008 0.02532038 16.88528 17.59289 16.35922 3.29315
196.66899 28.930008 0.0252473 16.88528 17.59289 16.35922 3.29315
196.67463 28.906854 0.02576581 16.29473 17.05538 15.679 1.902156
196.67463 28.906854 0.02574867 16.29473 17.05538 15.679 1.902156
196.91656 28.828752 0.02599988 16.40206 17.08364 15.90451 4.314556
196.91656 28.828752 0.02602901 16.40206 17.08364 15.90451 4.314556
197.01654 28.99826 0.02412199 16.54101 16.94474 16.46646 5.666853
197.01654 28.99826 0.02413803 16.54101 16.94474 16.46646 5.666853
197.01581 28.999662 0.02428628 21.30861 21.42115 21.71827 0.6515274
197.28743 28.892516 0.0247691 15.30015 15.99888 14.76308 3.982123
197.28743 28.892516 0.02476466 15.30015 15.99888 14.76308 3.982123
197.49954 28.815121 0.02557231 14.51585 14.65583 15.27928 24.10319
197.49954 28.815121 0.02554636 14.51585 14.65583 15.27928 24.10319
197.60206 28.967688 0.02373077 17.73318 18.30058 18.25799 5.126573
197.60206 28.967688 0.02371246 17.73318 18.30058 18.25799 5.126573
203.08201 28.317213 0.02502667 15.32423 16.0769 14.69787 3.796663
195.60151 29.451601 0.0260126 17.21051 17.92661 16.69427 2.581854
196.41072 29.350205 0.02389398 17.01087 17.50459 17.07877 5.705302
196.41072 29.350205 0.02394568 17.01087 17.50459 17.07877 5.705302
196.56301 29.36615 0.02446717 17.61493 18.04906 18.13387 5.026114
196.56301 29.36615 0.02447049 17.61493 18.04906 18.13387 5.026114
196.63759 29.365619 0.02433697 16.00902 16.39066 15.88631 6.333071
203.79631 28.536223 0.02618189 17.28541 17.71222 16.80298 2.892742
203.81763 28.483271 0.0263605 17.73443 17.94856 17.76967 1.768498
195.00467 29.904059 0.02439049 16.43793 17.1654 15.90874 7.528858
196.46251 29.809993 0.02364127 15.52284 16.25314 14.91366 2.825172
196.46251 29.809993 0.02362778 15.52284 16.25314 14.91366 2.825172
200.67028 29.342083 0.02380425 17.60793 17.951 17.2717 3.610141
189.69852 28.841742 0.02418395 16.73784 17.11324 16.57486 4.736367
189.69852 28.841742 0.02415744 16.73784 17.11324 16.57486 4.736367
193.85219 28.571252 0.02564791 17.67121 18.17701 17.35476 3.373593
194.35439 28.495899 0.02394781 16.72994 17.45206 16.73445 4.891293
194.47474 28.499811 0.02436011 15.21525 15.97842 14.56717 2.257614
195.08284 28.439231 0.02369337 17.73228 18.52558 17.61301 2.883704
195.05926 28.458068 0.02610259 17.71803 18.45489 17.45061 3.387395
209.99224 37.516295 0.02446471 17.38866 17.80278 17.15544 3.845394
202.03394 39.103187 0.02362969 16.45777 16.88491 16.11433 3.209424
195.53609 28.387116 0.02526679 14.19433 15.00944 13.46393 5.385651
196.07677 28.468145 0.02577455 15.15212 15.8786 14.60971 5.804802
196.07677 28.468145 0.02577338 15.15212 15.8786 14.60971 5.804802
197.00993 28.2514 0.02508522 15.75461 16.41155 15.26019 4.130895
197.00993 28.2514 0.02508871 15.75461 16.41155 15.26019 4.130895
197.115 28.350653 0.02379537 17.05365 17.58075 17.13453 5.307781
197.115 28.350653 0.02378923 17.05365 17.58075 17.13453 5.307781
203.17507 27.650513 0.02571118 17.29792 17.79994 17.0586 6.947778
204.76943 27.407078 0.02611497 17.82627 18.21191 17.67355 3.56013
185.31318 29.325605 0.02545667 16.39336 16.88535 16.15435 5.507082
188.60281 29.295175 0.02623413 17.41862 17.79871 17.21498 4.746212
191.30266 29.012308 0.02373725 17.67622 18.03133 18.23064 4.363769
193.455 28.942709 0.02366669 16.27195 16.8973 15.88929 3.596279
194.52341 29.017371 0.02567655 16.43329 17.01198 16.0037 4.991172
194.55554 28.948108 0.0255569 14.12802 14.88251 13.47969 5.332296
194.61602 28.97414 0.0238004 15.25603 15.98616 14.62558 3.028726
195.05836 28.828168 0.02447447 14.12776 14.89764 13.54529 7.015718
195.31567 28.872181 0.02378029 16.17588 16.89814 15.60179 3.352119
195.84415 28.796531 0.02634211 17.45729 18.1752 17.18946 1.728325
196.99123 28.710636 0.02523531 14.43247 15.24337 13.74076 3.318122
196.99123 28.710636 0.02519873 14.43247 15.24337 13.74076 3.318122
197.69426 28.642196 0.02609607 16.72815 17.34271 16.40388 4.471595
197.69426 28.642196 0.02608265 16.72815 17.34271 16.40388 4.471595
189.20938 29.555357 0.02603837 17.82099 18.21403 17.43459 2.23275
189.20938 29.555357 0.02606848 17.82099 18.21403 17.43459 2.23275
194.04825 29.398249 0.02410153 17.8042 18.29611 17.21205 2.032979
194.21331 29.378187 0.02384583 15.09691 15.74658 14.48355 6.983829
195.5175 29.253455 0.02431533 13.69393 14.54169 12.94473 4.104879
195.48264 29.322785 0.02373173 15.57357 16.31325 14.97848 2.959976
197.21347 29.169668 0.02621939 17.45563 17.78116 18.14833 5.354323
197.21347 29.169668 0.02620207 17.45563 17.78116 18.14833 5.354323
197.69802 28.995212 0.02500955 17.30494 17.47452 17.40271 4.400054
197.69802 28.995212 0.02502217 17.30494 17.47452 17.40271 4.400054
197.8986 29.063003 0.02425793 17.16435 17.7889 16.64603 1.566699
197.8986 29.063003 0.02425056 17.16435 17.7889 16.64603 1.566699
194.10195 29.80494 0.02591585 17.56128 18.1167 17.10795 2.904724
194.14608 29.747386 0.02410462 16.93274 17.50632 16.79937 6.537449
195.29977 29.664108 0.02388688 17.07766 17.70077 16.55985 3.722508
197.75715 29.578351 0.02422684 13.75639 14.54375 13.18444 12.61859
197.75715 29.578351 0.02425898 13.75639 14.54375 13.18444 12.61859
207.61015 28.132668 0.02380777 16.89468 17.09896 16.86488 5.513156
190.76499 30.381107 0.02401545 15.61511 15.94453 15.50789 6.297037
190.76775 30.387231 0.02393328 15.734 15.8084 15.90822 8.053844
190.76215 30.378116 0.02373892 20.86581 20.85995 20.9364 0.8334419
191.97559 30.373695 0.0245152 17.1812 17.38204 17.15208 5.698328
194.0599 30.200079 0.02499685 15.67639 16.35225 15.18711 5.879212
194.59681 30.142961 0.02582387 16.35887 16.97655 16.14561 6.621131
194.91844 30.24696 0.02542144 16.93989 17.07339 17.23508 4.547425
196.90673 29.926779 0.02538485 17.26051 17.6889 16.77138 4.205103
196.90673 29.926779 0.02536382 17.26051 17.6889 16.77138 4.205103
199.94171 29.692528 0.02393315 17.57501 17.96675 17.50496 5.530384
193.74106 30.708092 0.02630413 15.88021 16.51992 15.27114 6.055111
194.18339 30.719239 0.02627997 14.21781 14.99057 13.57387 3.061685
194.24112 30.716046 0.02421952 13.61347 14.43316 12.99193 5.679202
194.22789 30.67645 0.02408658 15.47869 15.93652 15.19538 5.168911
194.27373 30.665093 0.02453688 16.23041 16.63371 15.9662 4.792506
194.57748 30.538023 0.02522906 16.39612 16.76033 16.24068 5.338686
195.00166 30.665094 0.0250557 17.49346 17.59489 17.50372 5.117434
198.00144 30.399505 0.02527571 16.31021 16.61299 16.17128 4.275243
198.00144 30.399505 0.02527326 16.31021 16.61299 16.17128 4.275243
198.60885 30.250495 0.02533222 15.65956 16.09948 15.36386 7.529226
198.60885 30.250495 0.02533631 15.65956 16.09948 15.36386 7.529226
198.60916 30.251886 0.02525706 21.41998 21.24634 21.24043 0.7031388
203.16232 25.441187 0.02504776 14.42756 15.19446 13.75442 5.940332
202.41308 25.797541 0.02473826 16.95372 17.25599 17.10854 7.187761
202.51167 25.782842 0.02501878 17.841 18.1555 17.43893 1.893638
200.50258 26.519975 0.02402196 17.29573 17.7757 16.78479 2.541197
201.23446 26.463535 0.02411212 14.40916 15.20532 13.72057 3.59885
202.55684 26.339395 0.02465344 17.40149 18.02713 16.83339 1.689827
202.84112 26.193042 0.02463692 17.54406 17.89692 17.1854 1.282197
194.16188 28.081154 0.02704673 15.7706 16.54241 15.19499 5.270663
205.71431 18.695706 0.02719673 16.83266 17.17259 16.50446 4.218763
